2024-03-16 15:22:29,144 - [INFO]:  progress: 0%, start
2024-03-16 16:15:42,240 - [INFO]:  progress: 25.25%, train epoch end
2024-03-16 16:15:42,254 - [INFO]:  epoch 10 start
2024-03-16 16:20:45,485 - [INFO]:  epoch 10 end: {'loss': 0.062370751053094864, 'accuracy': 0.9805216193199158, 'val_loss': 0.06443119049072266, 'val_accuracy': 0.976757287979126}
2024-03-16 16:20:45,485 - [INFO]:  progress: 27.675000000000004%, train epoch end
2024-03-16 16:20:45,500 - [INFO]:  epoch 11 start
2024-03-16 16:25:49,642 - [INFO]:  epoch 11 end: {'loss': 0.057303234934806824, 'accuracy': 0.9817389845848083, 'val_loss': 0.05191254988312721, 'val_accuracy': 0.9816307425498962}
2024-03-16 16:25:49,643 - [INFO]:  progress: 30.099999999999998%, train epoch end
2024-03-16 16:25:49,661 - [INFO]:  epoch 12 start
2024-03-16 16:31:02,331 - [INFO]:  epoch 12 end: {'loss': 0.05696246027946472, 'accuracy': 0.9809430241584778, 'val_loss': 0.0529460571706295, 'val_accuracy': 0.9818181991577148}
2024-03-16 16:31:02,331 - [INFO]:  progress: 32.525%, train epoch end
2024-03-16 16:31:02,346 - [INFO]:  epoch 13 start
2024-03-16 16:36:05,351 - [INFO]:  epoch 13 end: {'loss': 0.05547422543168068, 'accuracy': 0.9816453456878662, 'val_loss': 0.07013296335935593, 'val_accuracy': 0.9763823747634888}
2024-03-16 16:36:05,352 - [INFO]:  progress: 34.949999999999996%, train epoch end
2024-03-16 16:36:05,366 - [INFO]:  epoch 14 start
2024-03-16 16:41:09,575 - [INFO]:  epoch 14 end: {'loss': 0.05600324273109436, 'accuracy': 0.9810835123062134, 'val_loss': 0.0606861412525177, 'val_accuracy': 0.9793814420700073}
2024-03-16 16:41:09,576 - [INFO]:  progress: 37.375%, train epoch end
2024-03-16 16:41:09,589 - [INFO]:  epoch 15 start
2024-03-16 16:46:12,872 - [INFO]:  epoch 15 end: {'loss': 0.054206524044275284, 'accuracy': 0.9825817942619324, 'val_loss': 0.05566484481096268, 'val_accuracy': 0.9831302762031555}
2024-03-16 16:46:12,873 - [INFO]:  progress: 39.8%, train epoch end
2024-03-16 16:46:12,886 - [INFO]:  epoch 16 start
2024-03-16 16:51:16,468 - [INFO]:  epoch 16 end: {'loss': 0.056582335382699966, 'accuracy': 0.9811303019523621, 'val_loss': 0.05990608036518097, 'val_accuracy': 0.977881908416748}
2024-03-16 16:51:16,468 - [INFO]:  progress: 42.225%, train epoch end
2024-03-16 16:51:16,483 - [INFO]:  epoch 17 start
2024-03-16 16:56:20,277 - [INFO]:  epoch 17 end: {'loss': 0.05408678576350212, 'accuracy': 0.9826754927635193, 'val_loss': 0.058595236390829086, 'val_accuracy': 0.9786316752433777}
2024-03-16 16:56:20,278 - [INFO]:  progress: 44.65%, train epoch end
2024-03-16 16:56:20,293 - [INFO]:  epoch 18 start
2024-03-16 17:01:24,235 - [INFO]:  epoch 18 end: {'loss': 0.051937807351350784, 'accuracy': 0.9832373261451721, 'val_loss': 0.06531327962875366, 'val_accuracy': 0.9788191318511963}
2024-03-16 17:01:24,235 - [INFO]:  progress: 47.074999999999996%, train epoch end
2024-03-16 17:01:24,249 - [INFO]:  epoch 19 start
2024-03-16 17:06:27,538 - [INFO]:  epoch 19 end: {'loss': 0.052366022020578384, 'accuracy': 0.9833778142929077, 'val_loss': 0.05348357930779457, 'val_accuracy': 0.9808809757232666}
2024-03-16 17:06:27,539 - [INFO]:  progress: 49.5%, train epoch end
2024-03-16 17:06:27,553 - [INFO]:  epoch 20 start
2024-03-16 17:11:30,978 - [INFO]:  epoch 20 end: {'loss': 0.054120518267154694, 'accuracy': 0.9821603894233704, 'val_loss': 0.051461342722177505, 'val_accuracy': 0.9831302762031555}
2024-03-16 17:11:30,979 - [INFO]:  progress: 51.925%, train epoch end
2024-03-16 17:11:30,994 - [INFO]:  epoch 21 start
2024-03-16 17:16:40,525 - [INFO]:  epoch 21 end: {'loss': 0.05317600071430206, 'accuracy': 0.9821135997772217, 'val_loss': 0.056843120604753494, 'val_accuracy': 0.981255829334259}
2024-03-16 17:16:40,526 - [INFO]:  progress: 54.35000000000001%, train epoch end
2024-03-16 17:16:40,540 - [INFO]:  epoch 22 start
2024-03-16 17:21:44,885 - [INFO]:  epoch 22 end: {'loss': 0.04728270322084427, 'accuracy': 0.9844547510147095, 'val_loss': 0.05570913851261139, 'val_accuracy': 0.9814432859420776}
2024-03-16 17:21:44,886 - [INFO]:  progress: 56.77499999999999%, train epoch end
2024-03-16 17:21:44,903 - [INFO]:  epoch 23 start
2024-03-16 17:26:48,891 - [INFO]:  epoch 23 end: {'loss': 0.052834801375865936, 'accuracy': 0.9826754927635193, 'val_loss': 0.05325628072023392, 'val_accuracy': 0.9820055961608887}
2024-03-16 17:26:48,892 - [INFO]:  progress: 59.199999999999996%, train epoch end
2024-03-16 17:26:48,907 - [INFO]:  epoch 24 start
2024-03-16 17:31:52,018 - [INFO]:  epoch 24 end: {'loss': 0.050232112407684326, 'accuracy': 0.9830968976020813, 'val_loss': 0.05782679095864296, 'val_accuracy': 0.9814432859420776}
2024-03-16 17:31:52,019 - [INFO]:  progress: 61.625%, train epoch end
2024-03-16 17:31:52,032 - [INFO]:  epoch 25 start
2024-03-16 17:36:56,248 - [INFO]:  epoch 25 end: {'loss': 0.05041838437318802, 'accuracy': 0.9833309650421143, 'val_loss': 0.05302867665886879, 'val_accuracy': 0.9827553629875183}
2024-03-16 17:36:56,249 - [INFO]:  progress: 64.05%, train epoch end
2024-03-16 17:36:56,269 - [INFO]:  epoch 26 start
2024-03-16 17:41:58,420 - [INFO]:  epoch 26 end: {'loss': 0.053867291659116745, 'accuracy': 0.9825817942619324, 'val_loss': 0.04990159347653389, 'val_accuracy': 0.9823805093765259}
2024-03-16 17:41:58,421 - [INFO]:  progress: 66.475%, train epoch end
2024-03-16 17:41:58,436 - [INFO]:  epoch 27 start
2024-03-16 17:47:02,162 - [INFO]:  epoch 27 end: {'loss': 0.04972682148218155, 'accuracy': 0.9832373261451721, 'val_loss': 0.055876437574625015, 'val_accuracy': 0.9818181991577148}
2024-03-16 17:47:02,162 - [INFO]:  progress: 68.89999999999999%, train epoch end
2024-03-16 17:47:02,177 - [INFO]:  epoch 28 start
2024-03-16 17:52:05,079 - [INFO]:  epoch 28 end: {'loss': 0.04869905114173889, 'accuracy': 0.9835183024406433, 'val_loss': 0.053494494408369064, 'val_accuracy': 0.981255829334259}
2024-03-16 17:52:05,080 - [INFO]:  progress: 71.325%, train epoch end
2024-03-16 17:52:05,095 - [INFO]:  epoch 29 start
2024-03-16 17:57:08,971 - [INFO]:  epoch 29 end: {'loss': 0.05127068981528282, 'accuracy': 0.982722282409668, 'val_loss': 0.04618187993764877, 'val_accuracy': 0.9833177328109741}
2024-03-16 17:57:08,972 - [INFO]:  progress: 73.75%, train epoch end
2024-03-16 17:57:08,986 - [INFO]:  epoch 30 start
2024-03-16 18:02:11,009 - [INFO]:  epoch 30 end: {'loss': 0.05179322883486748, 'accuracy': 0.982722282409668, 'val_loss': 0.05045149475336075, 'val_accuracy': 0.9823805093765259}
2024-03-16 18:02:11,010 - [INFO]:  progress: 76.175%, train epoch end
2024-03-16 18:02:11,024 - [INFO]:  epoch 31 start
2024-03-16 18:07:14,742 - [INFO]:  epoch 31 end: {'loss': 0.049144111573696136, 'accuracy': 0.9833778142929077, 'val_loss': 0.05609072372317314, 'val_accuracy': 0.9818181991577148}
2024-03-16 18:07:14,742 - [INFO]:  progress: 78.6%, train epoch end
2024-03-16 18:07:14,758 - [INFO]:  epoch 32 start
2024-03-16 18:12:17,334 - [INFO]:  epoch 32 end: {'loss': 0.05026746541261673, 'accuracy': 0.9841269850730896, 'val_loss': 0.05293607711791992, 'val_accuracy': 0.9827553629875183}
2024-03-16 18:12:17,335 - [INFO]:  progress: 81.02499999999999%, train epoch end
2024-03-16 18:12:17,350 - [INFO]:  epoch 33 start
2024-03-16 18:17:20,766 - [INFO]:  epoch 33 end: {'loss': 0.04671775922179222, 'accuracy': 0.9845015406608582, 'val_loss': 0.048341263085603714, 'val_accuracy': 0.9846298098564148}
2024-03-16 18:17:20,767 - [INFO]:  progress: 83.45%, train epoch end
2024-03-16 18:17:20,781 - [INFO]:  epoch 34 start
2024-03-16 18:22:22,801 - [INFO]:  epoch 34 end: {'loss': 0.05404005944728851, 'accuracy': 0.9825817942619324, 'val_loss': 0.049264613538980484, 'val_accuracy': 0.9821930527687073}
2024-03-16 18:22:22,801 - [INFO]:  progress: 85.875%, train epoch end
2024-03-16 18:22:22,816 - [INFO]:  epoch 35 start
2024-03-16 18:27:26,641 - [INFO]:  epoch 35 end: {'loss': 0.05082687735557556, 'accuracy': 0.9831905364990234, 'val_loss': 0.051952239125967026, 'val_accuracy': 0.9831302762031555}
2024-03-16 18:27:26,641 - [INFO]:  progress: 88.3%, train epoch end
2024-03-16 18:27:26,656 - [INFO]:  epoch 36 start
2024-03-16 18:32:30,905 - [INFO]:  epoch 36 end: {'loss': 0.049788009375333786, 'accuracy': 0.9834246635437012, 'val_loss': 0.05171872675418854, 'val_accuracy': 0.9820055961608887}
2024-03-16 18:32:30,906 - [INFO]:  progress: 90.725%, train epoch end
2024-03-16 18:32:30,920 - [INFO]:  epoch 37 start
2024-03-16 18:37:33,174 - [INFO]:  epoch 37 end: {'loss': 0.04976062476634979, 'accuracy': 0.9830032587051392, 'val_loss': 0.05615014210343361, 'val_accuracy': 0.9818181991577148}
2024-03-16 18:37:33,175 - [INFO]:  progress: 93.14999999999999%, train epoch end
2024-03-16 18:37:33,189 - [INFO]:  epoch 38 start
2024-03-16 18:42:38,346 - [INFO]:  epoch 38 end: {'loss': 0.046539682894945145, 'accuracy': 0.9840801358222961, 'val_loss': 0.05892128497362137, 'val_accuracy': 0.9791939854621887}
2024-03-16 18:42:38,347 - [INFO]:  progress: 95.575%, train epoch end
2024-03-16 18:42:38,361 - [INFO]:  epoch 39 start
2024-03-16 18:47:42,588 - [INFO]:  epoch 39 end: {'loss': 0.04854347184300423, 'accuracy': 0.9830968976020813, 'val_loss': 0.0560939759016037, 'val_accuracy': 0.9821930527687073}
2024-03-16 18:47:42,588 - [INFO]:  progress: 98.0%, train epoch end
2024-03-16 18:47:42,592 - [INFO]:  train end
2024-03-16 18:47:42,592 - [INFO]:  progress: 98.0%, train end
2024-03-16 18:47:42,601 - [INFO]:  train ok, now generate report
2024-03-16 18:47:42,602 - [INFO]:  generate report image
2024-03-16 18:49:28,067 - [INFO]:  generate report image end
2024-03-16 18:49:28,067 - [INFO]:  now generate kmodel
2024-03-16 18:49:28,067 - [INFO]:  save model as .h5 file
2024-03-16 18:49:28,369 - [INFO]:  save model as .tflite file
2024-03-16 18:49:52,049 - [INFO]:  copy template files
2024-03-16 18:49:52,081 - [INFO]:  pack result to zip file
2024-03-16 18:49:52,228 - [INFO]:  progress: 99%, pack ok
2024-03-16 18:49:52,229 - [INFO]:  progress: 100%, task complete
2024-03-16 18:49:52,229 - [INFO]:  OK, task complete, result uri: /root/maix_train/out/maixhub_classifier_result_2024_03_16__18_49.zip
2024-03-16 18:49:52,229 - [INFO]:  success: out_dir: /root/maix_train/out/maixhub_classifier_result_2024_03_16__18_49.zip
